city,temperature,humidity,wind_speed,weather_condition,rainfall,air_pressure,cloud_cover,past_rainfall,past_1_temperature,past_2_temperature,past_3_temperature,past_1_humidity,past_2_humidity,past_3_humidity,past_1_wind_speed,past_2_wind_speed,past_3_wind_speed,past_1_rainfall,past_2_rainfall,past_3_rainfall,humidity_wind_ratio,rainfall_log
Ahmedabad,20.655315162789847,0.3785886950406043,1.586628558804391,2,21.12724390193114,987.4540118847362,62,37.21248259216444,-0.0008749920182748639,-0.0016183227550749589,-0.001580033276283211,-0.00021076381528862268,0.0006191090551674235,0.001317078983456855,0.00037964714309442335,-0.0007020384734446936,-0.0006825502243122019,0.0010629703273592407,0.001113306276956049,0.0017607452638966454,-0.045441503988501095,3.096809605047727
Lucknow,22.93552953707949,0.6370420973786092,1.2987581830306194,2,44.26022934414485,1045.0714306409916,16,10.278990418781875,-1.0992820347679864,-0.0016183227550749589,-0.001580033276283211,0.37839055249952214,0.0006191090551674235,0.001317078983456855,1.587179823912837,-0.0007020384734446936,-0.0006825502243122019,-0.22277394553657276,0.001113306276956049,0.0017607452638966454,-0.04393005905505872,3.812428707451608
Jaipur,31.826945160687742,0.033984158589931125,-0.7774076878070229,4,38.26770434971286,1023.1993941811404,72,39.38949443572462,-0.8346709932002723,-1.100481029920583,-0.001580033276283211,0.6368525710780625,0.37941604421566333,0.001317078983456855,1.2992783105877457,1.587491130795377,-0.0006825502243122019,1.3955185442096882,-0.2227240471640455,0.0017607452638966454,-0.031026918502482848,3.670402408763347
Jaipur,30.242893552928216,-1.6028873895507665,-1.5039622410591642,4,19.880831134770503,1009.8658484197036,32,30.18607658650695,0.19714723218363972,-0.8357602168101014,-1.1004438815279778,0.033774527728134926,0.6380116070782541,0.3802525565332253,-0.7771121291072441,1.2993368795046574,1.5875110500129301,0.9763051133565529,1.3955716061697883,-0.22214709969403018,-0.029120300115135868,3.0388315675273283
Ahmedabad,15.691932530318963,0.7231932314912775,-1.3015241920046279,3,49.56452224794698,965.6018640442436,83,5.713365002784387,0.0133234871215812,0.1964860492095486,-0.8357227935248631,-1.6031515899359543,0.034621960398875634,0.6389426989549645,-1.5037452702641942,-0.7788763456613694,1.2993567205293401,-0.30996807036142693,0.9763573557995331,1.3966581920611099,0.0010213928335916402,3.9232501890339515
Pune,30.61957144625228,-1.3875095542690956,1.150784441306912,3,10.06615948371492,965.5994520336204,76,20.725229210181386,-1.675265531269879,0.012586046497872753,0.19652454440481512,0.7230065772709093,-1.603149937730866,0.03533236663757302,-1.3012853244614266,-1.5061473708632245,-0.7788570685758148,1.766585970464721,-0.30991834244402533,0.9773119215075787,-0.049853895584855895,2.40389175641932
Jaipur,32.62194228027504,-0.3536959449170762,-0.9950044364988467,0,44.44963588009805,955.80836121682,91,43.17590703064785,0.05703566208717595,-1.6767034680654431,0.012624350726832509,-1.3877665744538372,0.724210128032451,-1.6030385353667753,1.151288563257471,-1.3035096930498384,-1.5061282911282512,-0.9965638174561808,1.766639757821686,-0.3093688544576352,-0.029672679338775296,3.816604809152409
Lucknow,33.135547280473666,-1.0859805848747566,-1.372054991326683,1,18.19744794432229,1036.6176145774934,28,46.148011589924245,0.28940391569080487,0.05631635507140489,-1.6766669180364557,-0.3539185001396757,-1.3876536353453737,0.7251727464288775,-0.9947324141907902,1.1512172175127955,-1.303490558327574,1.4087686789753715,-0.9965154317595377,1.7678432015854335,-0.02570107881871756,2.9547773506326
Kolkata,42.22604665785773,-0.8275271825367518,1.0878343896825335,3,24.609391214999327,1010.1115011743208,12,23.28500611594066,0.34900601082244465,0.2887810045832964,0.05635470471099759,-1.0862275527788734,-0.3532713838950105,-1.3874634166819926,-1.3718237527601613,-0.9966876714501075,1.1512370183440699,-0.42773092381034833,1.4088217668380585,-0.9961821689455699,-0.04796997310659585,3.242959128550496
Bangalore,43.98112681775416,0.5078153962096067,-1.1610530913510664,1,6.61373593506317,1020.8072577796046,45,24.04184890445368,1.4039272216272949,0.34840782511526724,0.28881959561992515,-0.827765534200333,-1.0859588120056844,-0.3527028469950358,1.0883317026293604,-1.3741100443953156,-0.9966684534693299,0.02082335663633324,-0.4276814261066455,1.4099125255089036,-0.012594237007131102,2.0299539758594363
Delhi,43.285454578483424,-1.1290561519310909,-0.9871647116015176,0,43.80579778129479,952.0584494295804,34,45.92273624696506,1.6075982423793256,1.4037666606243704,0.3484464780698597,0.5076215617887924,-0.8273632491430936,-1.0856582505232968,-1.160799029725828,1.0882050894125077,-1.3740909288309988,-1.2380817622179014,0.020873731215357644,-0.42716902441652166,-0.03822799365103716,3.802337545808616
Pune,33.33269307950285,-1.5598118224944322,0.0050686678672043,3,25.1039295936701,1046.9909852161995,5,29.35341120682836,1.5268678698762925,1.6075221724922386,1.4038064094896543,-1.1293045558752968,0.5087138256469588,-0.8269681081015576,-0.9868918413081981,-1.1629000706529153,1.0882248731449569,1.3637283030797251,-1.238033848662836,0.021527393213371156,-0.048491402674711324,3.2620858621402054
Jaipur,33.368196578868165,0.8524199326602799,-1.1238911095944808,3,48.55353714051413,1033.2442640800425,81,1.6423335121719174,0.3718841032553388,1.5267583097104729,1.6075621329422807,-1.560074586839531,-1.1290580724827828,0.5095976277440949,0.005448863263676356,-0.9888402156219662,-1.1628808977751497,0.05541931253201191,1.3637813028933268,-1.2377766455382413,-0.010235628127037637,3.903053643505972
Hyderabad,29.38492647613453,0.12013529270259941,1.502009751107393,0,45.1695053750729,971.2339110678276,68,45.63747314395644,0.3760041623393802,0.3712954083218156,1.5267981862933242,0.8522375865601796,-1.5600506772537674,-1.1287732742602534,-1.1236330283367568,0.004371627722285679,-0.9888209955117212,1.6958614368462301,0.05546975474240508,1.3648578772889484,-0.04597017467295232,3.8323195233376843
Chennai,34.12859655970055,0.7662687985476117,-1.228595976995352,3,42.97618778800766,968.18249672071,46,12.411322137857594,-0.08624064350622873,0.37541717657581186,0.37133408504344,0.11992853392098173,0.8535079094637464,-1.5599235116298187,1.5025518634071828,-1.1257014426219307,0.004391117348196479,1.4591279116920182,1.6959150859443468,0.05613431182178242,-0.0044964129545474185,3.7836483007877275
Lucknow,17.82800158558924,-0.2675448108044079,1.1008529782877552,3,8.096453903041724,968.3404509853434,24,28.88159770457736,0.4642459667963887,-0.08701938742612074,0.3754558575775822,0.7660835803673327,0.12082048135307256,0.8545178176397472,-1.2283492211585694,1.5027888785698689,-1.1256822596500313,1.3056920576107294,1.4591810980015827,1.6970962568866552,-0.04619629250301799,2.2078846565930133
Kolkata,41.446192098950334,-1.0429050178184225,-0.5492895523950597,0,9.878360351404009,980.4242242959538,65,8.27566587139869,-1.4273820585802914,0.46369558736245203,-0.08698118662990471,-0.2677644939468289,0.7673093885095494,0.12156241411148609,1.101351699392576,-1.2305095618710706,1.502808774802815,-1.1343566568705863,1.30574494396972,1.460287715980941,-0.04266025045650335,2.3867755270750037
Ahmedabad,24.762057260460203,1.2401000361672871,0.061105012055420856,2,26.716722953226096,1002.4756431632238,9,1.6939580123297493,1.3134277802455594,-1.4287171631166178,0.4637343600347054,-1.04315054968245,-0.2670728629408136,0.768287770165834,-0.5489693192558591,1.1012365159436894,-1.2304904073396596,-1.0097015045981534,-1.1343085405441078,1.3068032413846928,-0.03481921035167771,3.322035947752629
Lucknow,17.446847592801184,-0.8275271825367518,1.2689721716931608,4,21.397978413672043,993.1945018642116,55,15.57365855663787,-0.6227087282546154,1.3132296763523563,-1.4286803555725238,1.23993061442799,-1.042859551528586,-0.26647279952112274,0.061491268633208446,-0.5505332577740386,1.1012563032123162,0.16824397962056523,-1.0096531445842742,-1.1340186719407608,-0.04829011598738363,3.1089707053986317
